,Fed_Funds_Eff._Rate,3_Month_TBill,2Y_Treasury,5Y_Treasury,10Y_Treasury,30Y_Treasury,5Y_Forward Infl. Exp. Rate,30Y Mortgage,BofA High Yield Spread,Inflation
2021-04-22,0.07,0.03,0.16,0.81,1.57,2.24,2.24,2.97,3.34,4.926506786693863
2021-04-23,0.07,0.03,0.16,0.83,1.58,2.25,2.24,2.97,3.29,4.926506786693863
2021-04-24,0.07,0.03,0.16,0.83,1.58,2.25,2.24,2.97,3.29,4.926506786693863
2021-04-25,0.07,0.03,0.16,0.83,1.58,2.25,2.24,2.97,3.29,4.926506786693863
2021-04-26,0.07,0.03,0.18,0.85,1.58,2.24,2.25,2.97,3.26,4.926506786693863
2021-04-27,0.07,0.01,0.17,0.88,1.63,2.29,2.27,2.97,3.24,4.926506786693863
2021-04-28,0.07,0.01,0.17,0.86,1.63,2.29,2.28,2.97,3.26,4.926506786693863
2021-04-29,0.06,0.01,0.16,0.86,1.65,2.31,2.28,2.98,3.24,4.926506786693863
2021-04-30,0.05,0.01,0.16,0.86,1.65,2.3,2.25,2.98,3.28,4.926506786693863
2021-05-01,0.05,0.01,0.16,0.86,1.65,2.3,2.25,2.98,3.28,4.926506786693863
2021-05-02,0.05,0.01,0.16,0.86,1.65,2.3,2.25,2.98,3.28,5.324507738590345
2021-05-03,0.06,0.04,0.16,0.84,1.63,2.3,2.24,2.98,3.27,5.324507738590345
2021-05-04,0.06,0.02,0.16,0.82,1.61,2.27,2.22,2.98,3.32,5.324507738590345
2021-05-05,0.06,0.02,0.16,0.8,1.59,2.25,2.26,2.98,3.29,5.324507738590345
2021-05-06,0.06,0.02,0.16,0.81,1.58,2.24,2.24,2.96,3.3,5.324507738590345
2021-05-07,0.06,0.02,0.14,0.77,1.6,2.28,2.33,2.96,3.27,5.324507738590345
2021-05-08,0.06,0.02,0.14,0.77,1.6,2.28,2.33,2.96,3.27,5.324507738590345
2021-05-09,0.06,0.02,0.14,0.77,1.6,2.28,2.33,2.96,3.27,5.324507738590345
2021-05-10,0.06,0.02,0.16,0.8,1.63,2.32,2.37,2.96,3.26,5.324507738590345
2021-05-11,0.06,0.01,0.16,0.8,1.64,2.35,2.38,2.96,3.36,5.324507738590345
2021-05-12,0.06,0.02,0.16,0.87,1.69,2.4,2.36,2.96,3.34,5.324507738590345
2021-05-13,0.06,0.02,0.16,0.84,1.66,2.39,2.37,2.94,3.37,5.324507738590345
2021-05-14,0.06,0.01,0.16,0.82,1.63,2.35,2.34,2.94,3.35,5.324507738590345
2021-05-15,0.06,0.01,0.16,0.82,1.63,2.35,2.34,2.94,3.35,5.324507738590345
2021-05-16,0.06,0.01,0.16,0.82,1.63,2.35,2.34,2.94,3.35,5.324507738590345
2021-05-17,0.06,0.02,0.16,0.84,1.64,2.36,2.36,2.94,3.35,5.324507738590345
2021-05-18,0.06,0.02,0.16,0.83,1.64,2.37,2.32,2.94,3.35,5.324507738590345
2021-05-19,0.06,0.01,0.16,0.87,1.68,2.38,2.3,2.94,3.4,5.324507738590345
2021-05-20,0.06,0.01,0.15,0.83,1.63,2.34,2.23,3.0,3.42,5.324507738590345
2021-05-21,0.06,0.01,0.17,0.84,1.63,2.33,2.24,3.0,3.37,5.324507738590345
2021-05-22,0.06,0.01,0.17,0.84,1.63,2.33,2.24,3.0,3.37,5.324507738590345
2021-05-23,0.06,0.01,0.17,0.84,1.63,2.33,2.24,3.0,3.37,5.324507738590345
2021-05-24,0.06,0.02,0.15,0.82,1.61,2.31,2.24,3.0,3.37,5.324507738590345
2021-05-25,0.06,0.02,0.15,0.79,1.56,2.26,2.21,3.0,3.34,5.324507738590345
2021-05-26,0.06,0.02,0.14,0.8,1.58,2.27,2.2,3.0,3.35,5.324507738590345
2021-05-27,0.06,0.02,0.14,0.81,1.61,2.29,2.25,2.95,3.3,5.324507738590345
2021-05-28,0.05,0.01,0.14,0.79,1.58,2.26,2.27,2.95,3.29,5.324507738590345
2021-05-29,0.05,0.01,0.14,0.79,1.58,2.26,2.27,2.95,3.29,5.324507738590345
2021-05-30,0.05,0.01,0.14,0.79,1.58,2.26,2.27,2.95,3.29,5.324507738590345
2021-05-31,0.05,0.01,0.14,0.79,1.58,2.26,2.27,2.95,3.34,5.324507738590345
2021-06-01,0.06,0.02,0.16,0.81,1.62,2.3,2.32,2.95,3.33,5.324507738590345
2021-06-02,0.06,0.02,0.13,0.8,1.59,2.28,2.29,2.95,3.31,5.282594236748084
2021-06-03,0.06,0.02,0.16,0.84,1.63,2.3,2.28,2.99,3.28,5.282594236748084
2021-06-04,0.06,0.02,0.14,0.78,1.56,2.24,2.26,2.99,3.28,5.282594236748084
2021-06-05,0.06,0.02,0.14,0.78,1.56,2.24,2.26,2.99,3.28,5.282594236748084
2021-06-06,0.06,0.02,0.14,0.78,1.56,2.24,2.26,2.99,3.28,5.282594236748084
2021-06-07,0.06,0.02,0.16,0.79,1.57,2.25,2.27,2.99,3.27,5.282594236748084
2021-06-08,0.06,0.02,0.14,0.77,1.53,2.21,2.25,2.99,3.26,5.282594236748084
2021-06-09,0.06,0.03,0.16,0.75,1.5,2.17,2.23,2.99,3.22,5.282594236748084
2021-06-10,0.06,0.03,0.14,0.73,1.45,2.15,2.23,2.96,3.23,5.282594236748084
2021-06-11,0.06,0.03,0.16,0.76,1.47,2.15,2.21,2.96,3.21,5.282594236748084
2021-06-12,0.06,0.03,0.16,0.76,1.47,2.15,2.21,2.96,3.21,5.282594236748084
2021-06-13,0.06,0.03,0.16,0.76,1.47,2.15,2.21,2.96,3.21,5.282594236748084
2021-06-14,0.06,0.03,0.16,0.8,1.51,2.19,2.28,2.96,3.17,5.282594236748084
2021-06-15,0.06,0.03,0.16,0.79,1.51,2.2,2.3,2.96,3.17,5.282594236748084
2021-06-16,0.06,0.04,0.21,0.89,1.57,2.2,2.23,2.96,3.12,5.282594236748084
2021-06-17,0.1,0.04,0.23,0.9,1.52,2.11,2.23,2.93,3.15,5.282594236748084
2021-06-18,0.1,0.05,0.26,0.89,1.45,2.01,2.11,2.93,3.18,5.282594236748084
2021-06-19,0.1,0.05,0.26,0.89,1.45,2.01,2.11,2.93,3.18,5.282594236748084
2021-06-20,0.1,0.05,0.26,0.89,1.45,2.01,2.11,2.93,3.18,5.282594236748084
2021-06-21,0.1,0.05,0.27,0.9,1.5,2.11,2.09,2.93,3.14,5.282594236748084
2021-06-22,0.1,0.04,0.25,0.87,1.48,2.1,2.16,2.93,3.15,5.282594236748084
2021-06-23,0.1,0.05,0.26,0.9,1.5,2.11,2.19,2.93,3.13,5.282594236748084
2021-06-24,0.1,0.05,0.26,0.9,1.49,2.1,2.15,3.02,3.08,5.282594236748084
2021-06-25,0.1,0.06,0.28,0.92,1.54,2.16,2.22,3.02,3.04,5.282594236748084
2021-06-26,0.1,0.06,0.28,0.92,1.54,2.16,2.22,3.02,3.04,5.282594236748084
2021-06-27,0.1,0.06,0.28,0.92,1.54,2.16,2.22,3.02,3.04,5.282594236748084
2021-06-28,0.1,0.05,0.25,0.9,1.49,2.1,2.21,3.02,3.05,5.282594236748084
2021-06-29,0.1,0.04,0.27,0.89,1.49,2.1,2.18,3.02,3.03,5.282594236748084
2021-06-30,0.08,0.05,0.25,0.87,1.45,2.06,2.17,3.02,3.04,5.282594236748084
2021-07-01,0.1,0.05,0.25,0.89,1.48,2.07,2.21,2.98,3.02,5.282594236748084
2021-07-02,0.1,0.05,0.24,0.86,1.44,2.05,2.17,2.98,3.04,5.2024769662943005
2021-07-03,0.1,0.05,0.24,0.86,1.44,2.05,2.17,2.98,3.04,5.2024769662943005
2021-07-04,0.1,0.05,0.24,0.86,1.44,2.05,2.17,2.98,3.04,5.2024769662943005
2021-07-05,0.1,0.05,0.24,0.86,1.44,2.05,2.17,2.98,3.03,5.2024769662943005
2021-07-06,0.1,0.05,0.22,0.81,1.37,2.0,2.14,2.98,3.05,5.2024769662943005
2021-07-07,0.1,0.05,0.22,0.79,1.33,1.94,2.13,2.98,3.05,5.2024769662943005
2021-07-08,0.1,0.06,0.19,0.74,1.3,1.91,2.06,2.9,3.14,5.2024769662943005
2021-07-09,0.1,0.06,0.23,0.79,1.37,1.99,2.12,2.9,3.07,5.2024769662943005
2021-07-10,0.1,0.06,0.23,0.79,1.37,1.99,2.12,2.9,3.07,5.2024769662943005
2021-07-11,0.1,0.06,0.23,0.79,1.37,1.99,2.12,2.9,3.07,5.2024769662943005
2021-07-12,0.1,0.05,0.23,0.81,1.38,2.0,2.18,2.9,3.05,5.2024769662943005
2021-07-13,0.1,0.05,0.26,0.85,1.42,2.04,2.16,2.9,3.04,5.2024769662943005
2021-07-14,0.1,0.06,0.23,0.8,1.37,1.98,2.15,2.9,3.1,5.2024769662943005
2021-07-15,0.1,0.05,0.23,0.78,1.31,1.92,2.11,2.88,3.14,5.2024769662943005
2021-07-16,0.1,0.05,0.25,0.79,1.31,1.93,2.14,2.88,3.18,5.2024769662943005
2021-07-17,0.1,0.05,0.25,0.79,1.31,1.93,2.14,2.88,3.18,5.2024769662943005
2021-07-18,0.1,0.05,0.25,0.79,1.31,1.93,2.14,2.88,3.18,5.2024769662943005
2021-07-19,0.1,0.05,0.21,0.7,1.19,1.81,2.07,2.88,3.44,5.2024769662943005
2021-07-20,0.1,0.05,0.2,0.69,1.23,1.88,2.12,2.88,3.38,5.2024769662943005
2021-07-21,0.1,0.05,0.22,0.74,1.3,1.94,2.11,2.88,3.24,5.2024769662943005
2021-07-22,0.1,0.05,0.2,0.71,1.27,1.9,2.1,2.78,3.24,5.2024769662943005
2021-07-23,0.1,0.05,0.22,0.72,1.3,1.92,2.17,2.78,3.22,5.2024769662943005
2021-07-24,0.1,0.05,0.22,0.72,1.3,1.92,2.17,2.78,3.22,5.2024769662943005
2021-07-25,0.1,0.05,0.22,0.72,1.3,1.92,2.17,2.78,3.22,5.2024769662943005
2021-07-26,0.1,0.05,0.22,0.73,1.29,1.93,2.21,2.78,3.21,5.2024769662943005
2021-07-27,0.1,0.05,0.2,0.71,1.25,1.89,2.21,2.78,3.27,5.2024769662943005
2021-07-28,0.1,0.05,0.2,0.72,1.26,1.9,2.25,2.78,3.26,5.2024769662943005
2021-07-29,0.1,0.06,0.2,0.73,1.28,1.91,2.28,2.8,3.23,5.2024769662943005
2021-07-30,0.07,0.06,0.19,0.69,1.24,1.89,2.24,2.8,3.26,5.2024769662943005
2021-07-31,0.07,0.06,0.19,0.69,1.24,1.89,2.24,2.8,3.32,5.2024769662943005
2021-08-01,0.07,0.06,0.19,0.69,1.24,1.89,2.24,2.8,3.32,5.2024769662943005
2021-08-02,0.1,0.05,0.17,0.66,1.2,1.86,2.23,2.8,3.36,5.3773030071228245
2021-08-03,0.1,0.05,0.17,0.65,1.19,1.85,2.25,2.8,3.42,5.3773030071228245
2021-08-04,0.1,0.05,0.17,0.67,1.19,1.83,2.2,2.8,3.42,5.3773030071228245
2021-08-05,0.1,0.05,0.21,0.72,1.23,1.86,2.2,2.77,3.37,5.3773030071228245
2021-08-06,0.1,0.06,0.21,0.77,1.31,1.94,2.24,2.77,3.32,5.3773030071228245
2021-08-07,0.1,0.06,0.21,0.77,1.31,1.94,2.24,2.77,3.32,5.3773030071228245
2021-08-08,0.1,0.06,0.21,0.77,1.31,1.94,2.24,2.77,3.32,5.3773030071228245
2021-08-09,0.1,0.06,0.23,0.79,1.33,1.96,2.24,2.77,3.34,5.3773030071228245
2021-08-10,0.1,0.05,0.24,0.82,1.36,1.99,2.27,2.77,3.32,5.3773030071228245
2021-08-11,0.1,0.05,0.23,0.81,1.35,1.99,2.29,2.77,3.37,5.3773030071228245
2021-08-12,0.1,0.06,0.23,0.83,1.36,2.03,2.27,2.87,3.34,5.3773030071228245
2021-08-13,0.1,0.06,0.23,0.79,1.29,1.94,2.22,2.87,3.36,5.3773030071228245
2021-08-14,0.1,0.06,0.23,0.79,1.29,1.94,2.22,2.87,3.36,5.3773030071228245
2021-08-15,0.1,0.06,0.23,0.79,1.29,1.94,2.22,2.87,3.36,5.3773030071228245
2021-08-16,0.1,0.06,0.21,0.75,1.26,1.92,2.22,2.87,3.38,5.3773030071228245
2021-08-17,0.1,0.07,0.23,0.77,1.26,1.92,2.17,2.87,3.37,5.3773030071228245
2021-08-18,0.09,0.07,0.23,0.79,1.27,1.91,2.16,2.87,3.35,5.3773030071228245
2021-08-19,0.09,0.06,0.22,0.78,1.24,1.88,2.11,2.86,3.42,5.3773030071228245
2021-08-20,0.09,0.05,0.23,0.8,1.26,1.87,2.14,2.86,3.37,5.3773030071228245
2021-08-21,0.09,0.05,0.23,0.8,1.26,1.87,2.14,2.86,3.37,5.3773030071228245
2021-08-22,0.09,0.05,0.23,0.8,1.26,1.87,2.14,2.86,3.37,5.3773030071228245
2021-08-23,0.09,0.05,0.23,0.78,1.25,1.87,2.11,2.86,3.34,5.3773030071228245
2021-08-24,0.09,0.05,0.24,0.8,1.29,1.91,2.15,2.86,3.26,5.3773030071228245
2021-08-25,0.09,0.06,0.23,0.84,1.35,1.96,2.19,2.86,3.22,5.3773030071228245
2021-08-26,0.09,0.05,0.25,0.84,1.34,1.94,2.16,2.87,3.2,5.3773030071228245
2021-08-27,0.08,0.05,0.22,0.79,1.31,1.91,2.25,2.87,3.17,5.3773030071228245
2021-08-28,0.08,0.05,0.22,0.79,1.31,1.91,2.25,2.87,3.17,5.3773030071228245
2021-08-29,0.08,0.05,0.22,0.79,1.31,1.91,2.25,2.87,3.17,5.3773030071228245
2021-08-30,0.08,0.05,0.2,0.77,1.29,1.9,2.23,2.87,3.16,5.3773030071228245
2021-08-31,0.06,0.04,0.2,0.77,1.3,1.92,2.18,2.87,3.21,5.3773030071228245
2021-09-01,0.08,0.05,0.2,0.78,1.31,1.92,2.2,2.87,3.19,5.3773030071228245
2021-09-02,0.08,0.05,0.2,0.78,1.29,1.9,2.17,2.87,3.16,6.2435211278420555
2021-09-03,0.08,0.05,0.21,0.78,1.33,1.94,2.2,2.87,3.14,6.2435211278420555
2021-09-04,0.08,0.05,0.21,0.78,1.33,1.94,2.2,2.87,3.14,6.2435211278420555
2021-09-05,0.08,0.05,0.21,0.78,1.33,1.94,2.2,2.87,3.14,6.2435211278420555
2021-09-06,0.08,0.05,0.21,0.78,1.33,1.94,2.2,2.87,3.13,6.2435211278420555
2021-09-07,0.08,0.05,0.22,0.82,1.38,1.99,2.21,2.87,3.16,6.2435211278420555
2021-09-08,0.08,0.05,0.22,0.81,1.35,1.95,2.23,2.87,3.16,6.2435211278420555
2021-09-09,0.08,0.04,0.23,0.79,1.3,1.9,2.21,2.88,3.15,6.2435211278420555
2021-09-10,0.08,0.05,0.23,0.82,1.35,1.94,2.25,2.88,3.11,6.2435211278420555
2021-09-11,0.08,0.05,0.23,0.82,1.35,1.94,2.25,2.88,3.11,6.2435211278420555
2021-09-12,0.08,0.05,0.23,0.82,1.35,1.94,2.25,2.88,3.11,6.2435211278420555
2021-09-13,0.08,0.06,0.21,0.81,1.33,1.91,2.21,2.88,3.09,6.2435211278420555
2021-09-14,0.08,0.04,0.21,0.79,1.28,1.85,2.17,2.88,3.11,6.2435211278420555
2021-09-15,0.08,0.04,0.21,0.81,1.31,1.87,2.19,2.88,3.08,6.2435211278420555
2021-09-16,0.08,0.04,0.23,0.84,1.34,1.88,2.17,2.86,3.06,6.2435211278420555
2021-09-17,0.08,0.04,0.23,0.88,1.37,1.91,2.15,2.86,3.04,6.2435211278420555
2021-09-18,0.08,0.04,0.23,0.88,1.37,1.91,2.15,2.86,3.04,6.2435211278420555
2021-09-19,0.08,0.04,0.23,0.88,1.37,1.91,2.15,2.86,3.04,6.2435211278420555
2021-09-20,0.08,0.04,0.23,0.83,1.31,1.85,2.15,2.86,3.23,6.2435211278420555
2021-09-21,0.08,0.03,0.22,0.84,1.33,1.86,2.14,2.86,3.17,6.2435211278420555
2021-09-22,0.08,0.03,0.25,0.86,1.32,1.84,2.15,2.86,3.09,6.2435211278420555
2021-09-23,0.08,0.03,0.27,0.94,1.41,1.92,2.14,2.88,3.03,6.2435211278420555
2021-09-24,0.08,0.03,0.29,0.97,1.47,1.99,2.21,2.88,3.05,6.2435211278420555
2021-09-25,0.08,0.03,0.29,0.97,1.47,1.99,2.21,2.88,3.05,6.2435211278420555
2021-09-26,0.08,0.03,0.29,0.97,1.47,1.99,2.21,2.88,3.05,6.2435211278420555
2021-09-27,0.08,0.04,0.31,0.98,1.48,1.99,2.2,2.88,3.06,6.2435211278420555
2021-09-28,0.08,0.04,0.31,1.02,1.54,2.07,2.23,2.88,3.13,6.2435211278420555
2021-09-29,0.08,0.04,0.3,1.01,1.55,2.09,2.22,2.88,3.09,6.2435211278420555
2021-09-30,0.06,0.04,0.28,0.98,1.52,2.08,2.23,3.01,3.15,6.2435211278420555
2021-10-01,0.08,0.04,0.27,0.93,1.48,2.04,2.25,3.01,3.2,6.2435211278420555
2021-10-02,0.08,0.04,0.27,0.93,1.48,2.04,2.25,3.01,3.2,
2021-10-03,0.08,0.04,0.27,0.93,1.48,2.04,2.25,3.01,3.2,
2021-10-04,0.08,0.04,0.27,0.95,1.49,2.05,2.23,3.01,3.21,
2021-10-05,0.08,0.04,0.28,0.98,1.54,2.1,2.31,3.01,3.17,
2021-10-06,0.08,0.04,0.3,0.99,1.53,2.08,2.29,3.01,3.29,
2021-10-07,0.08,0.05,0.32,1.02,1.58,2.13,2.31,2.99,3.19,
2021-10-08,0.08,0.05,0.32,1.05,1.61,2.16,2.36,2.99,3.2,
2021-10-09,0.08,0.05,0.32,1.05,1.61,2.16,2.36,2.99,3.2,
2021-10-10,0.08,0.05,0.32,1.05,1.61,2.16,2.36,2.99,3.2,
2021-10-11,0.08,0.05,0.32,1.05,1.61,2.16,2.36,2.99,3.2,
2021-10-12,0.08,0.06,0.35,1.08,1.59,2.1,2.34,2.99,3.28,
2021-10-13,0.08,0.05,0.37,1.09,1.56,2.05,2.36,2.99,3.25,
2021-10-14,0.08,0.05,0.36,1.05,1.52,2.02,2.35,3.05,3.18,
2021-10-15,0.08,0.05,0.41,1.13,1.59,2.05,2.41,3.05,3.12,
2021-10-16,0.08,0.05,0.41,1.13,1.59,2.05,2.41,3.05,3.12,
2021-10-17,0.08,0.05,0.41,1.13,1.59,2.05,2.41,3.05,3.12,
2021-10-18,0.08,0.06,0.44,1.16,1.59,2.01,2.37,3.05,3.11,
2021-10-19,0.08,0.05,0.41,1.17,1.65,2.09,2.37,3.05,3.09,
2021-10-20,0.08,0.05,0.4,1.16,1.65,2.12,2.37,3.05,3.07,
2021-10-21,0.08,0.06,0.45,1.23,1.68,2.13,2.34,3.09,3.03,
2021-10-22,0.08,0.06,0.48,1.22,1.66,2.08,2.37,3.09,3.07,
2021-10-23,0.08,0.06,0.48,1.22,1.66,2.08,2.37,3.09,3.07,
2021-10-24,0.08,0.06,0.48,1.22,1.66,2.08,2.37,3.09,3.07,
2021-10-25,0.08,0.06,0.47,1.19,1.64,2.09,2.37,3.09,3.11,
2021-10-26,0.08,0.06,0.47,1.2,1.63,2.05,2.39,3.09,3.09,
2021-10-27,0.08,0.06,0.5,1.16,1.54,1.95,2.34,3.09,3.11,
2021-10-28,0.08,0.06,0.5,1.18,1.57,1.96,2.24,3.14,3.08,
2021-10-29,0.07,0.05,0.48,1.18,1.55,1.93,2.13,3.14,3.08,
2021-10-30,0.07,0.05,0.48,1.18,1.55,1.93,2.13,3.14,3.08,
2021-10-31,0.07,0.05,0.48,1.18,1.55,1.93,2.13,3.14,3.15,
2021-11-01,0.08,0.05,0.5,1.2,1.58,1.98,2.14,3.14,3.16,
2021-11-02,0.08,0.05,0.46,1.15,1.56,1.96,2.18,3.14,3.21,
2021-11-03,0.08,0.05,0.47,1.19,1.6,2.0,2.2,3.14,3.18,
2021-11-04,0.08,0.04,0.41,1.1,1.53,1.96,2.24,3.09,3.19,
2021-11-05,0.08,0.05,0.39,1.04,1.45,1.87,2.21,3.09,3.12,
2021-11-06,0.08,0.05,0.39,1.04,1.45,1.87,2.21,3.09,3.12,
2021-11-07,0.08,0.05,0.39,1.04,1.45,1.87,2.21,3.09,3.12,
2021-11-08,0.08,0.06,0.45,1.13,1.51,1.89,2.3,3.09,3.03,
2021-11-09,0.08,0.04,0.41,1.08,1.46,1.83,2.3,3.09,3.08,
2021-11-10,0.08,0.05,0.51,1.23,1.56,1.92,2.32,2.98,3.06,
2021-11-11,0.08,0.05,0.51,1.23,1.56,1.92,2.32,2.98,3.06,
2021-11-12,0.08,0.05,0.53,1.24,1.58,1.95,2.35,2.98,3.09,
2021-11-13,0.08,0.05,0.53,1.24,1.58,1.95,2.35,2.98,3.09,
2021-11-14,0.08,0.05,0.53,1.24,1.58,1.95,2.35,2.98,3.09,
2021-11-15,0.08,0.05,0.53,1.26,1.63,2.01,2.35,2.98,3.1,
2021-11-16,0.08,0.05,0.54,1.27,1.63,2.02,2.29,2.98,3.12,
2021-11-17,0.08,0.05,0.52,1.24,1.6,2.0,2.26,2.98,3.17,
2021-11-18,0.08,0.05,0.52,1.22,1.59,1.97,2.35,3.1,3.19,
2021-11-19,0.08,0.05,0.52,1.22,1.54,1.91,2.28,3.1,3.24,
2021-11-20,0.08,0.05,0.52,1.22,1.54,1.91,2.28,3.1,3.24,
2021-11-21,0.08,0.05,0.52,1.22,1.54,1.91,2.28,3.1,3.24,
2021-11-22,0.08,0.05,0.63,1.33,1.63,1.98,2.24,3.1,3.18,
2021-11-23,0.08,0.06,0.6,1.33,1.67,2.02,2.24,3.1,3.3,
2021-11-24,0.08,0.06,0.64,1.34,1.64,1.96,2.19,3.1,3.32,
2021-11-25,0.08,0.06,0.64,1.34,1.64,1.96,2.19,3.1,3.32,
2021-11-26,0.08,0.06,0.64,1.34,1.64,1.96,2.18,3.1,3.62,
2021-11-27,0.08,0.06,0.64,1.34,1.64,1.96,2.18,3.1,3.62,
2021-11-28,0.08,0.06,0.64,1.34,1.64,1.96,2.18,3.1,3.62,
2021-11-29,0.08,0.06,0.64,1.34,1.64,1.96,2.18,3.1,3.62,
